match_date,top_1,top_1_elo,top_2,top_2_elo,top_3,top_3_elo,top_4,top_4_elo,top_5,top_5_elo
2016-11-26,ASTRALIS,1600.7672079076672,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,FAZE,1545.9579971557428,DIGNITAS,1516.736306793522
2016-11-26,ASTRALIS,1600.7672079076672,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,FAZE,1545.9579971557428,GAMBIT,1516.8349800509518
2016-11-26,ASTRALIS,1612.2553977898544,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,FAZE,1545.9579971557428,GAMBIT,1516.8349800509518
2016-11-26,ASTRALIS,1622.7888198456042,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,FAZE,1545.9579971557428,GAMBIT,1516.8349800509518
2016-11-25,ASTRALIS,1622.7888198456042,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,FAZE,1545.9579971557428,GAMBIT,1529.408864758607
2016-11-25,ASTRALIS,1622.7888198456042,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,FAZE,1545.9579971557428,GAMBIT,1529.408864758607
2016-11-25,ASTRALIS,1622.7888198456042,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,FAZE,1545.9579971557428,GAMBIT,1529.408864758607
2016-11-25,ASTRALIS,1622.7888198456042,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,FAZE,1545.9579971557428,GAMBIT,1529.408864758607
2016-11-25,ASTRALIS,1622.7888198456042,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,FAZE,1545.9579971557428,GAMBIT,1529.408864758607
2016-11-25,ASTRALIS,1622.7888198456042,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,FAZE,1545.9579971557428,GAMBIT,1529.408864758607
2016-11-25,ASTRALIS,1622.7888198456042,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,FAZE,1545.9579971557428,GAMBIT,1529.408864758607
2016-11-25,ASTRALIS,1622.7888198456042,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,FAZE,1545.9579971557428,GAMBIT,1529.408864758607
2016-11-25,ASTRALIS,1632.4184356868227,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,FAZE,1545.9579971557428,GAMBIT,1529.408864758607
2016-11-25,ASTRALIS,1641.3185749502422,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,FAZE,1545.9579971557428,GAMBIT,1529.408864758607
2016-11-24,ASTRALIS,1641.3185749502422,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,FAZE,1545.9579971557428,GAMBIT,1529.408864758607
2016-11-24,ASTRALIS,1641.3185749502422,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,FAZE,1545.9579971557428,GAMBIT,1529.408864758607
2016-11-24,ASTRALIS,1650.55168255548,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,FAZE,1545.9579971557428,GAMBIT,1529.408864758607
2016-11-24,ASTRALIS,1659.1024809144976,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,FAZE,1545.9579971557428,GAMBIT,1529.408864758607
2016-11-24,ASTRALIS,1659.1024809144976,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505,FAZE,1545.9579971557428
2016-11-24,ASTRALIS,1659.1024809144976,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505,FAZE,1545.9579971557428
2016-11-24,ASTRALIS,1659.1024809144976,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505,FAZE,1545.9579971557428
2016-11-24,ASTRALIS,1659.1024809144976,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505,FAZE,1545.9579971557428
2016-11-24,ASTRALIS,1659.1024809144976,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505,FAZE,1545.9579971557428
2016-11-24,ASTRALIS,1659.1024809144976,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505,FAZE,1545.9579971557428
2016-11-24,ASTRALIS,1659.1024809144976,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505,FAZE,1545.9579971557428
2016-11-23,ASTRALIS,1659.1024809144976,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505,FAZE,1545.9579971557428
2016-11-23,ASTRALIS,1659.1024809144976,OPTIC,1574.4832401558797,FAZE,1549.5206161123638,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505
2016-11-23,ASTRALIS,1659.1024809144976,OPTIC,1574.4832401558797,FAZE,1549.5206161123638,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505
2016-11-23,ASTRALIS,1659.1024809144976,OPTIC,1574.4832401558797,FAZE,1549.5206161123638,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505
2016-11-23,ASTRALIS,1667.078039739875,OPTIC,1574.4832401558797,FAZE,1549.5206161123638,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505
2016-11-23,ASTRALIS,1674.516533861244,OPTIC,1574.4832401558797,FAZE,1549.5206161123638,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505
2016-11-23,ASTRALIS,1674.516533861244,OPTIC,1574.4832401558797,FAZE,1549.5206161123638,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505
2016-11-23,ASTRALIS,1674.516533861244,OPTIC,1574.4832401558797,FAZE,1549.5206161123638,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505
2016-11-22,ASTRALIS,1674.516533861244,OPTIC,1574.4832401558797,FAZE,1549.5206161123638,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505
2016-11-22,ASTRALIS,1674.516533861244,OPTIC,1574.4832401558797,FAZE,1549.5206161123638,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505
2016-11-21,ASTRALIS,1674.516533861244,OPTIC,1574.4832401558797,FAZE,1549.5206161123638,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505
2016-11-20,ASTRALIS,1674.516533861244,OPTIC,1574.4832401558797,FAZE,1549.5206161123638,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505
2016-11-20,ASTRALIS,1674.516533861244,OPTIC,1574.4832401558797,FAZE,1549.5206161123638,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505
2016-11-19,ASTRALIS,1674.516533861244,OPTIC,1574.4832401558797,FAZE,1549.5206161123638,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505
2016-11-19,ASTRALIS,1674.516533861244,OPTIC,1574.4832401558797,FAZE,1549.5206161123638,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505
2016-11-19,ASTRALIS,1674.516533861244,OPTIC,1574.4832401558797,FAZE,1549.5206161123638,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505
2016-11-19,ASTRALIS,1674.516533861244,OPTIC,1574.4832401558797,FAZE,1549.5206161123638,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505
2016-11-19,ASTRALIS,1674.516533861244,OPTIC,1574.4832401558797,FAZE,1549.5206161123638,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505
2016-11-19,ASTRALIS,1674.516533861244,OPTIC,1574.4832401558797,FAZE,1549.5206161123638,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505
2016-11-18,ASTRALIS,1674.516533861244,OPTIC,1574.4832401558797,FAZE,1549.5206161123638,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505
2016-11-18,ASTRALIS,1674.516533861244,OPTIC,1574.4832401558797,FAZE,1549.5206161123638,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505
2016-11-18,ASTRALIS,1674.516533861244,OPTIC,1574.4832401558797,FAZE,1549.5206161123638,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505
2016-11-18,ASTRALIS,1674.516533861244,OPTIC,1574.4832401558797,FAZE,1559.6234965992503,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505
2016-11-18,ASTRALIS,1674.516533861244,OPTIC,1574.4832401558797,FAZE,1559.6234965992503,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505
2016-11-17,ASTRALIS,1674.516533861244,OPTIC,1574.4832401558797,FAZE,1559.6234965992503,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505
2016-11-17,ASTRALIS,1674.516533861244,OPTIC,1574.4832401558797,FAZE,1559.6234965992503,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505
2016-11-17,ASTRALIS,1674.516533861244,OPTIC,1574.4832401558797,FAZE,1559.6234965992503,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505
2016-11-17,ASTRALIS,1674.516533861244,OPTIC,1574.4832401558797,FAZE,1573.49285204174,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505
2016-11-17,ASTRALIS,1674.516533861244,OPTIC,1574.4832401558797,FAZE,1573.49285204174,GODSENT,1547.2329078770035,GAMBIT,1546.454069303505
2016-11-17,ASTRALIS,1674.516533861244,OPTIC,1574.4832401558797,FAZE,1573.49285204174,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-17,ASTRALIS,1674.516533861244,FAZE,1585.3592638990276,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-17,ASTRALIS,1674.516533861244,FAZE,1585.3592638990276,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-17,ASTRALIS,1674.516533861244,FAZE,1585.3592638990276,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-17,ASTRALIS,1674.516533861244,FAZE,1595.6628376572794,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-17,ASTRALIS,1674.516533861244,FAZE,1595.6628376572794,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-17,ASTRALIS,1674.516533861244,FAZE,1595.6628376572794,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-17,ASTRALIS,1674.516533861244,FAZE,1595.6628376572794,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-17,ASTRALIS,1674.516533861244,FAZE,1595.6628376572794,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-16,ASTRALIS,1674.516533861244,FAZE,1595.6628376572794,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-16,ASTRALIS,1674.516533861244,FAZE,1595.6628376572794,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-16,ASTRALIS,1674.516533861244,FAZE,1595.6628376572794,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-16,ASTRALIS,1676.4603169922416,FAZE,1595.6628376572794,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-16,ASTRALIS,1676.4603169922416,FAZE,1595.6628376572794,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-16,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-16,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-16,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-16,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-16,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-16,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-14,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-14,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.4832401558797,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-14,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.6853617853678,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-14,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.6853617853678,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-13,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.6853617853678,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-13,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.6853617853678,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-13,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.6853617853678,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-13,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.6853617853678,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-12,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.6853617853678,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-12,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.6853617853678,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-12,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.6853617853678,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-12,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.6853617853678,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-12,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.6853617853678,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-12,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.6853617853678,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-11,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.6853617853678,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-11,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.6853617853678,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-11,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.6853617853678,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-10,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.6853617853678,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-10,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.6853617853678,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-10,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.6853617853678,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-10,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.6853617853678,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-10,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.6853617853678,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-10,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.6853617853678,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-10,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.6853617853678,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-09,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.6853617853678,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-09,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.6853617853678,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-09,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.6853617853678,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-09,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.6853617853678,GODSENT,1547.2329078770035,SK,1546.9348748808195
2016-11-09,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.6853617853678,NIP,1549.071256027369,GODSENT,1547.2329078770035
2016-11-08,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.6853617853678,NIP,1549.071256027369,GODSENT,1547.2329078770035
2016-11-08,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.6853617853678,NIP,1549.071256027369,GODSENT,1547.2329078770035
2016-11-07,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.6853617853678,NIP,1549.071256027369,GODSENT,1547.2329078770035
2016-11-07,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.6853617853678,NIP,1549.071256027369,GODSENT,1547.2329078770035
2016-11-07,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.6853617853678,NIP,1549.071256027369,GODSENT,1547.2329078770035
2016-11-07,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.6853617853678,NIP,1549.071256027369,GODSENT,1547.2329078770035
2016-11-06,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.6853617853678,SK,1558.305764241912,NIP,1549.071256027369
2016-11-06,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,OPTIC,1574.6853617853678,SK,1571.250346969504,NIP,1549.071256027369
2016-11-06,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,SK,1584.5998342144403,OPTIC,1574.6853617853678,NIP,1549.071256027369
2016-11-06,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,SK,1584.5998342144403,OPTIC,1574.6853617853678,NIP,1549.071256027369
2016-11-06,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,SK,1584.5998342144403,OPTIC,1574.6853617853678,NIP,1549.071256027369
2016-11-06,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,SK,1584.5998342144403,OPTIC,1574.6853617853678,NIP,1549.071256027369
2016-11-06,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,SK,1584.5998342144403,OPTIC,1574.6853617853678,NIP,1549.071256027369
2016-11-06,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,SK,1584.5998342144403,OPTIC,1574.6853617853678,NIP,1549.071256027369
2016-11-05,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,SK,1584.5998342144403,OPTIC,1574.6853617853678,NIP,1563.2969330774283
2016-11-05,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,SK,1584.5998342144403,OPTIC,1574.6853617853678,NIP,1563.2969330774283
2016-11-04,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,SK,1584.5998342144403,OPTIC,1574.6853617853678,NIP,1563.2969330774283
2016-11-04,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,SK,1584.5998342144403,OPTIC,1574.6853617853678,NIP,1563.2969330774283
2016-11-03,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,SK,1584.5998342144403,OPTIC,1574.6853617853678,NIP,1563.2969330774283
2016-11-03,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,SK,1584.5998342144403,OPTIC,1574.6853617853678,NIP,1563.2969330774283
2016-11-02,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,SK,1584.5998342144403,OPTIC,1574.6853617853678,NIP,1563.2969330774283
2016-11-02,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,SK,1584.5998342144403,OPTIC,1574.6853617853678,NIP,1563.2969330774283
2016-11-02,ASTRALIS,1684.2947511785364,FAZE,1595.6628376572794,SK,1584.5998342144403,OPTIC,1574.6853617853678,NIP,1563.2969330774283
